data;

set N:= 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99;
set M:= 100 101 102 103;
set F:= f0 f1 f2;

param p:=
0	57.7098
1	74.7266
2	48.2072
3	60.4315
4	45.1629
5	69.0703
6	59.6406
7	63.9503
8	49.4070
9	62.8086
10	71.1031
11	54.5852
12	83.3260
13	60.4961
14	82.5013
15	72.7417
16	59.2732
17	76.8761
18	42.6468
19	91.3367
20	47.3174
21	55.3148
22	75.0034
23	72.6998
24	79.6904
25	67.4598
26	83.3054
27	72.2577
28	50.9229
29	39.8820
30	47.4246
31	49.4360
32	59.6872
33	59.8374
34	65.2451
35	69.8131
36	60.9382
37	67.1711
38	75.9535
39	62.5246
40	51.8942
41	59.5203
42	84.4612
43	47.3170
44	59.6248
45	65.8893
46	93.6052
47	57.8095
48	81.7958
49	63.9172
50	64.1596
51	43.9032
52	55.2983
53	47.2348
54	59.4112
55	75.7303
56	64.0553
57	63.3348
58	84.7712
59	80.0572
60	71.4686
61	84.2029
62	67.1109
63	92.6945
64	76.1822
65	81.4814
66	87.6340
67	56.2805
68	86.5917
69	70.8577
70	55.4337
71	54.6874
72	90.1348
73	52.1407
74	80.7639
75	77.3704
76	89.4929
77	90.5301
78	71.8623
79	69.0890
80	50.9007
81	73.4060
82	73.1088
83	74.3414
84	58.7571
85	90.2464
86	64.4372
87	48.2428
88	60.7371
89	86.3651
90	62.8401
91	86.8304
92	74.8315
93	97.7583
94	66.5628
95	47.7709
96	14.5583
97	62.8444
98	45.8286
99	69.3835
100	38.5734
101	27.6640
102	48.0206
103	0.1979
;

param b:
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 :=
0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 86.2187 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 56.9899 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 55.6923 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 83.1441 0.0000 51.1374 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 65.3783 71.5212 83.7957 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 49.1020 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 76.4391 0.0000 0.0000 0.0000 0.0000 0.0000 95.7427 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
