data;

set N:= 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99;
set M:= 100 101 102 103 104 105 106 107;
set F:= f0 f1 f2 f3 f4 f5 f6 f7;

param p:=
0	168.6796
1	148.8215
2	151.1413
3	158.8439
4	71.6080
5	64.8632
6	100.2161
7	106.0228
8	63.1243
9	84.7326
10	55.4644
11	74.8674
12	84.5115
13	66.3665
14	88.4296
15	61.0982
16	97.3762
17	87.4180
18	77.7016
19	107.2051
20	60.5105
21	77.5324
22	87.8710
23	53.6233
24	60.7110
25	77.2089
26	89.7084
27	62.7797
28	52.8839
29	75.1901
30	66.4475
31	82.3668
32	109.4032
33	64.3448
34	58.2757
35	91.9952
36	60.7393
37	79.0829
38	59.4742
39	58.4609
40	96.9351
41	51.5315
42	93.6790
43	75.3768
44	64.5806
45	68.4780
46	69.6433
47	61.9207
48	68.0240
49	110.1302
50	53.0294
51	89.3673
52	53.5166
53	84.2918
54	56.5821
55	60.1069
56	59.8103
57	48.5987
58	87.5591
59	105.6257
60	99.8841
61	79.6266
62	86.3861
63	94.2553
64	99.5608
65	70.3926
66	88.5229
67	107.2550
68	70.3549
69	59.8266
70	86.3304
71	94.8654
72	83.6309
73	84.0190
74	49.8742
75	89.1211
76	92.4455
77	83.8129
78	86.9344
79	67.2712
80	66.0525
81	65.2746
82	58.1478
83	74.7469
84	95.8129
85	54.5555
86	53.6096
87	66.0800
88	53.8268
89	108.8272
90	57.2654
91	77.1743
92	66.9092
93	66.3748
94	52.5979
95	58.5551
96	88.1209
97	72.2071
98	67.0929
99	84.2166
100	16.8311
101	38.8540
102	25.0965
103	3.6579
104	31.1653
105	28.6394
106	25.5320
107	7.3435
;

param b:
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 :=
0 0.0000 0.0000 173.8811 176.1161 134.5175 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 138.4208 0.0000 0.0000 0.0000 0.0000 141.4691 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 115.2026 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 110.0938 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 149.2660 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 139.1869 0.0000 0.0000 0.0000 0.0000 0.0000 103.1989 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 105.0356 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 0.0000 0.0000 182.4826 195.9950 0.0000 0.0000 110.3532 118.8408 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 127.5108 0.0000 0.0000 0.0000 123.2705 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 137.5804 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 137.5804 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 105.7953 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
